,Intercept,wdj_citizen_lag1,v2jureform_lag1,v2x_polyarchy_lag1,v2jureview_lag1,legal_common,legal_civil,high_court,j_ind_lag1,mode_electronic_internet,mode_press_newspapers,mode_public_speech,mode_public_documents,mode_audio_visual_broadcasting,mode_public_assembly,mode_non_verbal_expression,defendant_citizen,defendant_press,defendant_government,defendant_intermediary,defendant_unclear
194,1.0,0.0,-0.098,0.682,1.036,0.0,0.0,1.0,1.406,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
196,1.0,0.0,0.283,0.685,1.67,0.0,0.0,1.0,1.257,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
199,1.0,0.0,1.347,0.481,1.421,0.0,0.0,0.0,0.586,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
200,1.0,0.0,1.347,0.506,1.421,0.0,0.0,0.0,0.586,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
201,1.0,0.968253968,1.347,0.554,1.421,0.0,0.0,0.0,0.677,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
203,1.0,0.968253968,1.382,0.555,1.421,0.0,0.0,0.0,0.879,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
204,1.0,0.968253968,1.179,0.52,1.421,0.0,0.0,0.0,0.879,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
206,1.0,0.968253968,1.838,0.488,1.421,0.0,0.0,0.0,0.842,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
209,1.0,0.0,-1.325,0.203,0.765,0.0,0.0,0.0,-0.662,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
210,1.0,0.0,-0.282,0.451,1.109,0.0,0.0,1.0,-0.011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
211,1.0,0.0,-0.494,0.466,1.579,0.0,0.0,0.0,-0.141,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
212,1.0,0.0,-0.381,0.47,1.579,0.0,0.0,0.0,-0.164,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
213,1.0,0.0,-0.381,0.469,1.579,0.0,0.0,0.0,-0.164,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
214,1.0,0.0,-0.292,0.419,1.757,0.0,0.0,1.0,0.697,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
215,1.0,0.0,-0.071,0.395,1.757,0.0,0.0,0.0,-0.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
216,1.0,0.0,0.074,0.368,1.757,0.0,0.0,1.0,0.001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
219,1.0,0.0,0.838,0.235,1.298,0.0,0.0,1.0,-0.337,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
220,1.0,0.0,1.098,0.552,1.298,0.0,0.0,1.0,0.474,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
221,1.0,0.0,0.431,0.463,1.298,0.0,0.0,1.0,0.488,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,1.0,0.0,0.019,0.521,1.821,0.0,0.0,1.0,0.94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
223,1.0,0.0,0.019,0.485,1.821,0.0,0.0,1.0,0.185,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
224,1.0,0.0,0.019,0.45,1.821,0.0,0.0,0.0,0.375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,1.0,0.0,0.019,0.428,1.821,0.0,0.0,0.0,0.375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
226,1.0,-0.037037037,0.019,0.411,1.821,0.0,0.0,0.0,0.115,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
233,1.0,0.401234568,-1.324,0.876,1.76,0.0,1.0,1.0,1.721,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
235,1.0,0.401234568,-3.12,0.698,1.76,0.0,1.0,0.0,1.792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
241,1.0,0.0,-1.477,0.216,0.452,0.0,0.0,1.0,-1.038,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
244,1.0,0.0,-0.047,0.414,1.667,1.0,0.0,1.0,0.016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
245,1.0,0.0,-0.047,0.414,1.667,1.0,0.0,0.0,0.374,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
246,1.0,0.0,-0.047,0.416,1.667,1.0,0.0,0.0,0.374,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
247,1.0,0.170940171,-0.821,0.403,1.667,1.0,0.0,0.0,0.132,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
248,1.0,0.170940171,-0.045,0.402,1.667,1.0,0.0,0.0,0.416,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
250,1.0,0.0,0.384,0.392,-0.987,0.0,0.0,0.0,0.691,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
251,1.0,0.0,2.345,0.663,1.237,0.0,0.0,0.0,0.909,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
252,1.0,0.0,1.575,0.709,1.237,0.0,0.0,0.0,0.909,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
253,1.0,0.0,1.575,0.743,1.237,0.0,0.0,1.0,1.392,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
254,1.0,0.0,1.575,0.743,1.237,0.0,0.0,1.0,1.392,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
255,1.0,0.0,1.575,0.743,1.237,0.0,0.0,1.0,1.392,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
256,1.0,0.0,1.575,0.764,1.237,0.0,0.0,1.0,1.392,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
257,1.0,0.0,1.575,0.778,1.237,0.0,0.0,1.0,1.392,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,1.0,0.0,1.575,0.779,1.237,0.0,0.0,0.0,0.909,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
259,1.0,0.0,1.575,0.779,1.237,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
260,1.0,0.0,1.575,0.775,1.237,0.0,0.0,1.0,1.392,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
261,1.0,0.0,1.575,0.775,1.237,0.0,0.0,0.0,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,1.0,0.0,1.575,0.778,1.237,0.0,0.0,1.0,1.392,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
263,1.0,0.0,1.575,0.777,1.237,0.0,0.0,1.0,1.392,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
264,1.0,0.0,1.807,0.779,1.237,0.0,0.0,1.0,1.392,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
265,1.0,0.0,0.591,0.765,1.237,0.0,0.0,0.0,1.494,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,1.0,0.0,0.591,0.758,1.237,0.0,0.0,1.0,1.554,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,1.0,0.0,0.591,0.755,1.237,0.0,0.0,0.0,1.494,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
268,1.0,0.0,0.591,0.752,1.237,0.0,0.0,1.0,1.554,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
269,1.0,0.0,0.845,0.738,1.237,0.0,0.0,0.0,1.494,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
270,1.0,0.0,0.636,0.747,1.237,0.0,0.0,0.0,1.494,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
271,1.0,0.0,0.685,0.727,1.237,0.0,0.0,0.0,1.377,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
272,1.0,0.259259259,1.329,0.719,1.237,0.0,0.0,1.0,1.869,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
273,1.0,0.259259259,1.027,0.725,1.237,0.0,0.0,1.0,1.869,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
274,1.0,0.259259259,0.221,0.718,1.237,0.0,0.0,0.0,2.031,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
276,1.0,0.0,-1.497,0.513,0.734,0.0,0.0,1.0,0.651,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
277,1.0,0.0,0.902,0.591,0.823,0.0,0.0,0.0,1.954,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
279,1.0,0.0,-1.474,0.585,1.268,0.0,0.0,0.0,1.449,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
280,1.0,0.0,-0.054,0.201,1.345,0.0,1.0,1.0,-2.121,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
281,1.0,0.0,-0.186,0.168,1.345,0.0,1.0,0.0,-2.077,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
285,1.0,0.0,0.582,0.411,1.111,0.0,0.0,0.0,0.509,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
286,1.0,0.0,0.582,0.493,1.111,0.0,0.0,0.0,0.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
287,1.0,0.0,0.582,0.446,1.513,0.0,0.0,0.0,0.994,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
288,1.0,0.0,0.607,0.162,0.773,0.0,0.0,0.0,-0.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
289,1.0,0.0,0.607,0.16,0.665,0.0,0.0,0.0,-0.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
290,1.0,0.0,0.937,0.154,0.665,0.0,0.0,0.0,-0.661,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
291,1.0,0.0,0.694,0.201,0.665,0.0,0.0,0.0,-0.661,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
305,1.0,0.0,-1.982,0.388,1.486,0.0,1.0,0.0,0.501,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
308,1.0,0.0,-2.6,0.295,0.245,0.0,1.0,1.0,0.156,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
312,1.0,1.0,-1.36,0.285,1.455,0.0,1.0,0.0,-0.789,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
314,1.0,0.0,0.951,0.27,1.888,0.0,0.0,0.0,-0.064,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
315,1.0,0.0,0.174,0.32,1.888,0.0,0.0,0.0,-0.064,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
316,1.0,0.0,-0.13,0.318,1.888,0.0,0.0,0.0,-0.064,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
317,1.0,0.0,-0.047,0.312,1.888,0.0,0.0,0.0,-0.101,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
319,1.0,0.0,-0.226,0.283,1.888,0.0,0.0,0.0,-0.544,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
320,1.0,0.0,0.06,0.284,1.888,0.0,0.0,0.0,-0.544,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
321,1.0,0.888888889,0.06,0.285,0.984,0.0,0.0,0.0,-0.956,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
322,1.0,0.0,-0.327,0.533,2.009,1.0,0.0,1.0,1.853,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
323,1.0,0.0,-1.141,0.559,2.009,1.0,0.0,0.0,1.336,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
324,1.0,0.0,-0.805,0.554,2.009,1.0,0.0,1.0,1.574,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
325,1.0,0.0,-0.073,0.562,2.009,1.0,0.0,1.0,1.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
326,1.0,0.0,-0.073,0.585,2.009,1.0,0.0,1.0,1.875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
327,1.0,0.0,-0.073,0.612,2.009,1.0,0.0,1.0,1.875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
328,1.0,0.0,-0.065,0.668,2.009,1.0,0.0,1.0,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
329,1.0,0.0,-0.065,0.679,2.009,1.0,0.0,1.0,1.875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
330,1.0,0.0,-0.065,0.678,2.009,1.0,0.0,1.0,1.875,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
331,1.0,0.0,-0.065,0.672,2.009,1.0,0.0,1.0,1.875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
332,1.0,0.0,-0.065,0.693,2.009,1.0,0.0,1.0,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
333,1.0,0.0,-0.065,0.7,2.009,1.0,0.0,1.0,1.875,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
334,1.0,0.0,0.215,0.7,2.009,1.0,0.0,1.0,1.875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
335,1.0,0.0,-0.826,0.718,2.009,1.0,0.0,1.0,2.327,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
336,1.0,0.0,-0.826,0.724,2.009,1.0,0.0,1.0,2.327,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
337,1.0,0.0,-0.826,0.765,2.009,1.0,0.0,1.0,2.327,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
338,1.0,0.0,0.67,0.782,2.009,1.0,0.0,1.0,2.327,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
339,1.0,0.0,0.67,0.791,2.009,1.0,0.0,1.0,2.327,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
340,1.0,0.0,0.67,0.831,2.009,1.0,0.0,1.0,2.327,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
341,1.0,0.0,0.67,0.834,2.009,1.0,0.0,0.0,1.454,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,1.0,0.0,0.67,0.832,2.009,1.0,0.0,1.0,2.327,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
343,1.0,0.0,-0.059,0.855,2.009,1.0,0.0,0.0,1.454,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
344,1.0,0.0,-0.059,0.856,2.009,1.0,0.0,1.0,2.327,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
345,1.0,0.0,-0.059,0.857,2.009,1.0,0.0,1.0,2.327,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
346,1.0,0.0,-0.059,0.863,2.009,1.0,0.0,1.0,2.327,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
347,1.0,0.0,-0.059,0.862,2.009,1.0,0.0,1.0,2.327,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
348,1.0,0.0,-0.059,0.859,2.009,1.0,0.0,1.0,2.327,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
349,1.0,0.0,-0.059,0.863,2.009,1.0,0.0,1.0,2.327,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
350,1.0,0.0,-0.059,0.867,2.009,1.0,0.0,0.0,1.454,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
351,1.0,0.0,-0.059,0.872,2.009,1.0,0.0,1.0,2.327,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
352,1.0,0.0,-0.059,0.867,2.009,1.0,0.0,0.0,1.454,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
353,1.0,0.0,-0.059,0.867,2.009,1.0,0.0,1.0,2.327,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
354,1.0,0.0,-0.059,0.868,2.009,1.0,0.0,0.0,1.454,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
355,1.0,0.0,-0.059,0.869,2.009,1.0,0.0,0.0,1.454,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
356,1.0,0.0,-0.059,0.871,2.009,1.0,0.0,1.0,2.327,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
357,1.0,0.0,-0.059,0.871,2.009,1.0,0.0,0.0,1.454,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
358,1.0,0.0,-0.059,0.868,2.009,1.0,0.0,1.0,2.327,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
359,1.0,0.0,-0.059,0.867,2.009,1.0,0.0,1.0,2.327,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
360,1.0,0.0,-0.059,0.828,2.009,1.0,0.0,1.0,2.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
361,1.0,0.0,-0.307,0.829,2.009,1.0,0.0,1.0,2.327,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
362,1.0,0.0,-0.307,0.862,2.009,1.0,0.0,1.0,2.327,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
363,1.0,0.0,-0.307,0.862,2.009,1.0,0.0,0.0,1.862,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
364,1.0,0.0,-0.307,0.897,2.009,1.0,0.0,0.0,1.862,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
365,1.0,0.0,-0.307,0.9,2.009,1.0,0.0,1.0,2.327,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
366,1.0,0.0,-0.307,0.9,2.009,1.0,0.0,1.0,2.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
367,1.0,0.0,0.276,0.9,2.009,1.0,0.0,1.0,2.522,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,1.0,0.0,0.276,0.896,2.009,1.0,0.0,1.0,2.522,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
369,1.0,0.0,0.276,0.896,2.009,1.0,0.0,1.0,2.522,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
370,1.0,0.0,0.228,0.905,2.009,1.0,0.0,0.0,2.366,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
371,1.0,0.0,0.228,0.901,2.009,1.0,0.0,0.0,2.366,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
372,1.0,0.0,0.228,0.9,2.009,1.0,0.0,0.0,2.366,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
373,1.0,0.0,0.228,0.885,2.009,1.0,0.0,0.0,2.645,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
374,1.0,0.0,0.422,0.834,2.009,1.0,0.0,0.0,2.645,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
375,1.0,0.0,0.422,0.824,2.009,1.0,0.0,0.0,2.645,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
376,1.0,0.0,0.422,0.818,2.009,1.0,0.0,0.0,2.619,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
377,1.0,0.0,-0.159,0.815,2.009,1.0,0.0,0.0,2.233,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
378,1.0,0.0,-0.159,0.821,2.009,1.0,0.0,0.0,2.184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
381,1.0,0.0,-0.519,0.843,2.009,1.0,0.0,0.0,2.102,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
382,1.0,0.0,-0.091,0.912,1.893,0.0,1.0,1.0,1.952,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
