,Intercept,wdj_citizen_lag1,v2jureform_lag1,v2x_polyarchy_lag1,v2jureview_lag1,legal_common,legal_civil,high_court,j_ind_lag1,mode_electronic_internet,mode_press_newspapers,mode_public_speech,mode_public_documents,mode_audio_visual_broadcasting,mode_public_assembly,mode_non_verbal_expression,defendant_citizen,defendant_press,defendant_government,defendant_intermediary,defendant_unclear
383,1.0,0.0,-0.363,0.867,1.893,0.0,1.0,0.0,2.36,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
384,1.0,0.0,-0.363,0.852,1.893,0.0,1.0,1.0,2.069,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
385,1.0,0.0,-0.941,0.833,1.893,0.0,1.0,0.0,2.575,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
388,1.0,0.366013072,-3.19,0.431,1.041,0.0,1.0,1.0,-2.685,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
393,1.0,0.0,1.285,0.149,-1.011,0.0,1.0,0.0,-0.844,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
394,1.0,0.0,1.285,0.147,-1.011,0.0,1.0,0.0,-0.844,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
395,1.0,0.0,1.285,0.147,-1.011,0.0,1.0,0.0,-0.844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
396,1.0,0.0,1.285,0.148,-1.011,0.0,1.0,0.0,-0.844,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
397,1.0,0.0,1.285,0.15,-1.011,0.0,1.0,0.0,-0.844,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
399,1.0,-0.152777778,1.152,0.5,1.646,0.0,0.0,1.0,0.635,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
400,1.0,-0.152777778,1.283,0.485,1.183,0.0,0.0,0.0,1.422,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
401,1.0,-0.152777778,1.283,0.478,1.183,0.0,0.0,0.0,1.422,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
402,1.0,-0.152777778,0.401,0.353,1.066,0.0,0.0,0.0,0.524,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
403,1.0,0.0,-1.065,0.31,1.295,0.0,0.0,1.0,1.019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
404,1.0,0.0,-2.462,0.269,1.295,0.0,0.0,1.0,0.092,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
407,1.0,0.0,-1.011,0.289,1.774,0.0,0.0,1.0,0.412,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
408,1.0,0.0,-1.148,0.303,1.774,0.0,0.0,0.0,0.506,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
409,1.0,0.0,-1.148,0.302,1.774,0.0,0.0,0.0,0.362,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,1.0,0.0,-1.788,0.297,1.168,0.0,0.0,0.0,0.506,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
411,1.0,0.0,-2.989,0.3,1.703,0.0,0.0,1.0,0.412,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
413,1.0,0.0,0.845,0.896,1.835,1.0,0.0,1.0,3.366,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
414,1.0,0.0,0.455,0.862,1.835,1.0,0.0,1.0,2.528,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
415,1.0,0.0,0.455,0.862,1.835,1.0,0.0,0.0,3.014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
416,1.0,0.0,0.455,0.862,1.835,1.0,0.0,1.0,2.528,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
417,1.0,0.0,0.455,0.862,1.835,1.0,0.0,0.0,3.014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,1.0,0.0,0.455,0.855,1.835,1.0,0.0,1.0,2.528,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
419,1.0,0.0,0.455,0.871,1.835,1.0,0.0,0.0,3.014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
420,1.0,0.0,0.455,0.871,1.835,1.0,0.0,0.0,3.014,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
421,1.0,0.0,0.455,0.871,1.835,1.0,0.0,0.0,3.014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
422,1.0,0.0,0.455,0.871,1.835,1.0,0.0,1.0,3.279,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
423,1.0,0.0,0.455,0.871,1.835,1.0,0.0,0.0,3.014,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
424,1.0,0.944444444,0.211,0.86,1.835,1.0,0.0,1.0,3.279,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
425,1.0,0.944444444,0.211,0.86,1.835,1.0,0.0,0.0,3.014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
426,1.0,0.944444444,0.211,0.86,1.835,1.0,0.0,0.0,3.014,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
427,1.0,0.0,0.211,0.825,1.835,1.0,0.0,0.0,3.014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
431,1.0,0.055555556,-0.852,0.252,1.826,0.0,0.0,1.0,-1.089,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,1.0,0.0,0.883,0.717,1.874,0.0,0.0,1.0,1.74,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
434,1.0,0.0,0.056,0.835,1.901,1.0,0.0,1.0,2.199,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,1.0,0.0,0.056,0.84,1.901,1.0,0.0,1.0,2.199,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
436,1.0,0.0,0.056,0.836,1.901,1.0,0.0,1.0,2.199,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
437,1.0,0.0,0.056,0.832,1.901,1.0,0.0,0.0,2.289,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
438,1.0,0.0,0.056,0.825,1.901,1.0,0.0,1.0,2.199,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
439,1.0,0.0,0.056,0.824,1.901,1.0,0.0,1.0,2.199,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
440,1.0,0.0,0.056,0.83,1.901,1.0,0.0,0.0,2.289,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
441,1.0,0.0,0.056,0.826,1.901,1.0,0.0,1.0,2.199,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
442,1.0,0.0,0.056,0.826,1.901,1.0,0.0,1.0,2.199,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
443,1.0,0.0,0.056,0.826,1.901,1.0,0.0,1.0,2.199,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
444,1.0,0.0,0.056,0.826,1.901,1.0,0.0,1.0,2.199,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
445,1.0,0.0,0.056,0.826,1.901,1.0,0.0,1.0,2.199,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
446,1.0,0.0,0.056,0.811,1.901,1.0,0.0,1.0,2.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
447,1.0,0.0,0.056,0.811,1.901,1.0,0.0,0.0,2.289,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
448,1.0,0.0,0.056,0.811,1.901,1.0,0.0,1.0,2.199,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
449,1.0,0.0,0.056,0.81,1.901,1.0,0.0,1.0,2.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
450,1.0,0.0,-0.053,0.817,1.901,1.0,0.0,0.0,2.289,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
451,1.0,0.0,-0.053,0.817,1.901,1.0,0.0,0.0,2.289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
452,1.0,0.0,-0.053,0.817,1.901,1.0,0.0,0.0,2.289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
453,1.0,0.0,-0.053,0.817,1.901,1.0,0.0,0.0,2.289,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
454,1.0,0.0,-0.053,0.817,1.901,1.0,0.0,0.0,2.289,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
455,1.0,0.0,-0.053,0.814,1.901,1.0,0.0,1.0,2.199,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
456,1.0,0.0,-0.053,0.814,1.901,1.0,0.0,0.0,2.289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
457,1.0,0.0,-0.053,0.814,1.901,1.0,0.0,0.0,2.289,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
458,1.0,0.0,0.027,0.807,1.901,1.0,0.0,0.0,2.289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
459,1.0,0.0,0.027,0.807,1.901,1.0,0.0,1.0,2.199,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
460,1.0,0.0,0.027,0.834,1.901,1.0,0.0,1.0,2.199,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
461,1.0,0.0,0.027,0.834,1.901,1.0,0.0,1.0,2.199,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,1.0,0.0,0.027,0.839,1.901,1.0,0.0,0.0,2.289,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,1.0,0.0,0.027,0.839,1.901,1.0,0.0,0.0,2.289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,1.0,0.0,0.027,0.839,1.901,1.0,0.0,1.0,2.199,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
465,1.0,0.0,0.027,0.839,1.901,1.0,0.0,0.0,2.289,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
466,1.0,0.777777778,0.027,0.84,1.901,1.0,0.0,1.0,2.199,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
467,1.0,0.777777778,0.027,0.84,1.901,1.0,0.0,0.0,2.289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
468,1.0,0.777777778,0.027,0.85,1.901,1.0,0.0,0.0,2.289,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
469,1.0,0.777777778,0.027,0.85,1.901,1.0,0.0,0.0,2.289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
470,1.0,0.777777778,0.027,0.85,1.901,1.0,0.0,0.0,2.289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
471,1.0,0.777777778,0.027,0.849,1.901,1.0,0.0,1.0,1.648,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
472,1.0,0.777777778,0.027,0.849,1.901,1.0,0.0,1.0,1.648,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
473,1.0,1.0,1.301,0.88,0.413,0.0,1.0,1.0,1.565,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
474,1.0,1.0,0.03,0.886,1.753,0.0,1.0,1.0,1.598,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
477,1.0,1.0,-0.048,0.87,1.753,0.0,1.0,1.0,1.598,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,1.0,1.0,-0.048,0.829,1.753,0.0,1.0,0.0,1.222,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
480,1.0,1.0,-0.048,0.829,1.753,0.0,1.0,0.0,1.222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
481,1.0,1.0,-0.048,0.829,1.753,0.0,1.0,0.0,1.222,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
482,1.0,1.0,-0.15,0.837,1.753,0.0,1.0,0.0,2.222,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
483,1.0,1.0,-0.15,0.837,1.753,0.0,1.0,0.0,2.222,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
484,1.0,1.0,-0.15,0.837,1.753,0.0,1.0,1.0,1.598,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
485,1.0,1.0,-0.15,0.837,1.753,0.0,1.0,0.0,2.222,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
486,1.0,1.0,-0.15,0.837,1.753,0.0,1.0,0.0,2.222,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
487,1.0,1.0,-0.15,0.837,1.753,0.0,1.0,0.0,2.222,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
488,1.0,1.0,-0.15,0.837,1.753,0.0,1.0,0.0,2.222,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
490,1.0,1.0,-0.058,0.841,1.753,0.0,1.0,1.0,1.72,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
491,1.0,1.0,-0.058,0.841,1.753,0.0,1.0,0.0,2.589,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
492,1.0,1.0,-0.058,0.841,1.753,0.0,1.0,0.0,2.589,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
493,1.0,0.962962963,-0.055,0.626,1.707,0.0,1.0,1.0,1.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
494,1.0,0.962962963,-0.055,0.658,1.707,0.0,1.0,1.0,1.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
495,1.0,0.0,-2.359,0.13,1.087,0.0,0.0,1.0,-0.755,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
496,1.0,0.0,1.13,0.227,-1.255,0.0,1.0,0.0,-0.59,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
501,1.0,0.0,0.887,0.89,1.057,0.0,1.0,0.0,2.153,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
503,1.0,0.0,0.887,0.89,1.057,0.0,1.0,0.0,2.153,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
504,1.0,0.0,0.887,0.89,1.057,0.0,1.0,0.0,2.153,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
506,1.0,0.0,0.887,0.889,1.057,0.0,1.0,0.0,2.153,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
508,1.0,0.0,0.887,0.889,1.057,0.0,1.0,0.0,2.153,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
510,1.0,0.0,0.887,0.883,1.057,0.0,1.0,0.0,2.153,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
511,1.0,0.0,0.887,0.883,1.057,0.0,1.0,1.0,1.789,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
513,1.0,0.0,0.887,0.883,1.057,0.0,1.0,1.0,1.789,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
515,1.0,0.0,0.887,0.883,1.057,0.0,1.0,0.0,2.153,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
517,1.0,0.0,0.887,0.883,1.057,0.0,1.0,1.0,1.789,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
518,1.0,0.0,0.887,0.886,1.057,0.0,1.0,1.0,1.789,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,1.0,0.0,0.887,0.866,1.057,0.0,1.0,0.0,2.153,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
524,1.0,0.0,-0.204,0.866,1.057,0.0,1.0,0.0,2.153,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
525,1.0,0.0,-0.204,0.866,1.057,0.0,1.0,0.0,2.153,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
526,1.0,0.0,0.641,0.868,1.057,0.0,1.0,0.0,2.153,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
528,1.0,0.0,0.641,0.868,1.057,0.0,1.0,0.0,2.153,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
542,1.0,0.393939394,-1.012,0.738,1.784,0.0,1.0,1.0,-0.062,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
545,1.0,0.393939394,-1.012,0.738,1.784,0.0,1.0,1.0,-0.062,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
552,1.0,0.393939394,-0.676,0.555,1.784,0.0,1.0,1.0,-0.056,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
553,1.0,0.393939394,-1.653,0.481,1.784,0.0,1.0,1.0,-0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
556,1.0,0.545138889,-0.642,0.45,1.784,0.0,1.0,1.0,-0.758,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
559,1.0,0.454248366,1.189,0.434,1.784,0.0,1.0,1.0,-1.293,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
560,1.0,0.0,-0.2,0.229,0.764,0.0,1.0,0.0,-1.597,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
561,1.0,0.873015873,-0.2,0.23,0.764,0.0,1.0,0.0,-1.597,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
562,1.0,0.873015873,-0.2,0.23,0.764,0.0,1.0,0.0,-1.597,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
563,1.0,0.873015873,-0.2,0.23,0.764,0.0,1.0,0.0,-1.597,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
564,1.0,0.873015873,-0.2,0.23,0.764,0.0,1.0,0.0,-1.597,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
565,1.0,0.873015873,-0.2,0.234,0.764,0.0,1.0,0.0,-1.597,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
566,1.0,0.0,1.49,0.539,1.883,0.0,0.0,0.0,1.542,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
567,1.0,0.0,1.49,0.539,1.883,0.0,0.0,0.0,1.542,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
568,1.0,0.777777778,1.472,0.534,1.883,0.0,0.0,0.0,1.542,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
569,1.0,0.777777778,1.472,0.534,1.883,0.0,0.0,1.0,1.333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
570,1.0,0.777777778,1.566,0.512,1.883,0.0,0.0,0.0,1.802,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
571,1.0,0.844444444,1.331,0.496,1.883,0.0,0.0,0.0,1.594,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
572,1.0,0.844444444,1.331,0.501,1.883,0.0,0.0,0.0,1.594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
573,1.0,0.0,0.071,0.48,1.314,0.0,0.0,0.0,1.337,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
574,1.0,0.925925926,-0.93,0.323,0.441,0.0,0.0,0.0,-0.101,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
575,1.0,0.925925926,-0.93,0.323,0.441,0.0,0.0,0.0,-0.101,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
576,1.0,0.925925926,-0.607,0.325,0.441,0.0,0.0,0.0,-0.238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
577,1.0,0.925925926,-0.607,0.325,0.441,0.0,0.0,0.0,-0.238,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
